CGPA,Attendance,Backlogs,ParentalIncome,BehaviorRating,PerformanceTrend,RiskLabel
2.67,89,1,46069,3,1,High Risk
5.86,96,7,135758,4,0,High Risk
3.48,86,1,130902,2,0,Suspended
4.5,31,7,148905,7,0,Dropout
2.51,34,2,117584,2,-1,Dropout
8.31,49,4,80102,5,1,Medium Risk
9.27,49,1,134544,1,0,Suspended
8.81,53,3,120284,8,0,Medium Risk
6.33,67,5,139344,1,1,Suspended
8.74,72,4,146016,6,1,Low Risk
4.32,58,2,125074,4,0,High Risk
8.16,43,3,25775,3,-1,High Risk
4.77,31,0,88199,7,1,Dropout
4.96,38,5,26493,1,-1,Dropout
9.25,82,2,131187,8,-1,High Risk
2.77,51,1,70107,7,-1,High Risk
3.2,77,5,103190,5,-1,High Risk
8.92,66,4,110565,8,-1,High Risk
6.29,95,5,82379,2,1,Suspended
9.28,53,7,104244,4,-1,High Risk
9.36,47,4,124682,8,0,Medium Risk
3.11,87,2,66866,9,1,High Risk
5.72,94,1,81492,9,0,Medium Risk
6.35,70,6,146262,8,1,High Risk
9.51,35,6,35761,9,-1,Dropout
4.19,80,3,14677,5,1,High Risk
9.59,91,4,70148,8,0,Low Risk
4.24,57,3,55771,3,0,High Risk
7.75,58,6,105057,7,0,High Risk
5.32,50,0,36382,4,-1,High Risk
5.12,63,3,22397,1,0,Suspended
5.2,39,5,85603,1,-1,Dropout
4.47,44,0,108843,7,-1,High Risk
2.76,42,5,46490,3,-1,High Risk
5.38,60,0,123096,8,-1,High Risk
6.41,79,4,147925,1,1,Suspended
8.21,31,4,124560,4,0,Dropout
9.3,32,0,10801,6,0,Dropout
3.83,95,7,38363,1,-1,Dropout
4.26,79,4,66235,8,0,High Risk
9.05,48,6,64437,5,1,High Risk
9.55,50,1,91720,2,0,Suspended
7.81,59,0,97154,7,-1,High Risk
6.67,97,1,112544,3,-1,High Risk
6.7,99,6,134746,9,1,High Risk
6.94,55,7,48677,9,1,High Risk
8.35,71,0,50931,7,1,Low Risk
5.06,95,1,44959,9,-1,High Risk
5.92,60,4,28847,6,0,Medium Risk
8.68,70,7,136913,6,0,High Risk
8.0,57,4,102264,1,-1,Suspended
2.59,33,2,112781,6,-1,Dropout
8.57,64,1,58380,9,1,Medium Risk
5.72,49,6,125981,2,-1,Suspended
8.99,87,7,120777,2,0,Suspended
5.76,48,7,26091,8,1,High Risk
7.95,46,5,77421,5,-1,High Risk
2.45,49,2,84804,4,1,High Risk
6.14,76,5,111291,5,1,High Risk
2.31,33,3,59228,6,0,Dropout
2.73,87,2,66176,5,0,High Risk
5.88,87,0,120304,4,1,Medium Risk
6.42,46,7,132013,2,-1,Suspended
5.7,37,3,80658,4,0,Dropout
6.22,78,6,141632,3,0,High Risk
5.12,88,3,97566,2,1,Suspended
5.29,52,5,124476,7,1,High Risk
3.55,75,7,70645,8,-1,Dropout
6.26,58,6,22213,8,-1,High Risk
7.24,51,3,42583,9,0,Medium Risk
4.54,86,6,125844,7,-1,High Risk
5.67,45,5,15295,4,-1,High Risk
3.88,51,2,31605,6,0,High Risk
8.99,96,1,72784,9,1,Low Risk
5.06,34,6,110434,9,-1,Dropout
4.7,59,3,40628,3,-1,High Risk
8.29,68,1,99110,7,1,Medium Risk
8.75,38,4,21162,3,-1,Dropout
6.3,94,1,76188,8,1,Medium Risk
5.85,72,3,44413,4,-1,High Risk
2.02,39,3,112547,9,-1,Dropout
5.48,41,5,67745,5,1,High Risk
7.18,41,4,146984,9,0,Medium Risk
9.28,78,5,104488,8,-1,High Risk
6.11,48,6,129304,6,0,High Risk
2.93,62,1,83741,1,0,Suspended
9.1,45,6,129641,8,1,High Risk
6.69,63,1,12402,7,-1,High Risk
2.1,52,3,10909,5,0,High Risk
8.28,97,7,96590,1,-1,Suspended
6.45,93,7,110211,2,1,Suspended
2.14,40,2,61977,9,1,High Risk
2.71,81,7,49963,1,-1,Dropout
2.34,39,6,11789,2,1,Dropout
3.85,99,7,47067,5,0,Dropout
9.48,83,3,101270,9,0,Low Risk
6.12,68,3,47412,7,1,Medium Risk
5.18,81,4,21319,4,1,Medium Risk
2.51,52,6,40615,3,0,Dropout
2.64,62,7,37632,9,0,Dropout
3.34,99,5,65654,7,0,High Risk
7.76,86,4,17436,3,1,Low Risk
3.03,93,6,79409,9,1,Dropout
6.88,35,5,75888,4,1,Dropout
2.81,93,6,37213,3,1,Dropout
4.48,35,3,22755,2,0,Dropout
5.21,80,0,12015,5,1,Medium Risk
5.57,87,7,68418,3,-1,High Risk
7.85,53,1,70653,8,0,Medium Risk
3.64,58,0,19795,4,0,High Risk
5.73,96,6,21009,9,-1,High Risk
5.92,55,7,74610,9,0,High Risk
5.94,90,7,90770,7,-1,High Risk
3.75,44,7,67893,2,1,Dropout
4.88,39,5,127928,3,0,Dropout
5.83,60,3,55798,8,0,Medium Risk
3.33,77,4,92215,6,0,High Risk
8.1,56,2,132640,4,1,Medium Risk
9.12,42,2,141436,6,-1,High Risk
8.7,33,0,88097,1,-1,Dropout
7.96,39,0,17928,3,0,Dropout
8.78,87,0,129694,2,0,Suspended
9.06,53,2,91060,6,0,Medium Risk
7.21,92,6,14611,9,-1,High Risk
8.5,40,1,142669,1,1,Suspended
9.67,50,4,115736,6,-1,High Risk
7.23,85,6,121573,5,1,High Risk
2.38,76,1,62137,2,-1,Suspended
4.35,89,4,108560,1,1,Suspended
7.14,54,1,51420,1,-1,Suspended
3.62,59,0,99520,8,-1,High Risk
9.4,94,3,106324,8,0,Low Risk
2.83,54,0,43439,3,-1,High Risk
7.09,58,1,44743,1,0,Suspended
4.14,46,0,97483,4,0,High Risk
8.5,86,1,115649,5,0,Low Risk
5.45,62,7,127907,6,-1,High Risk
9.59,94,7,21351,9,0,High Risk
3.81,90,6,83309,3,1,Dropout
7.79,90,1,46382,9,1,Low Risk
9.35,82,4,69949,5,0,Low Risk
8.11,33,2,75226,4,0,Dropout
7.41,46,4,58458,3,-1,High Risk
6.83,72,7,126850,5,0,High Risk
2.33,33,7,129119,5,0,Dropout
2.59,48,1,111013,7,0,High Risk
3.83,57,0,107123,5,0,High Risk
5.75,67,4,106188,9,-1,High Risk
6.01,45,2,135291,8,1,Medium Risk
5.3,86,0,110326,8,1,Medium Risk
4.83,42,2,112406,9,1,High Risk
5.36,90,6,63024,1,0,Suspended
5.31,60,4,22975,5,1,Medium Risk
8.34,35,2,112192,9,0,Dropout
6.88,41,6,139789,5,1,High Risk
3.69,65,2,121417,8,1,High Risk
2.56,68,1,16083,7,-1,High Risk
3.98,50,2,122148,4,0,High Risk
8.74,96,4,141743,8,1,Low Risk
7.38,57,4,11074,5,1,Medium Risk
2.78,96,1,65479,7,0,High Risk
3.69,93,4,94153,1,1,Suspended
6.06,58,0,88947,4,-1,High Risk
3.05,62,5,14482,7,-1,High Risk
7.93,97,4,82932,5,0,Low Risk
5.41,67,7,24318,7,1,High Risk
5.16,90,5,78754,1,0,Suspended
4.86,86,2,50077,1,-1,Suspended
8.77,41,6,46943,9,0,High Risk
7.45,81,1,133351,9,1,Low Risk
2.06,88,1,63811,2,-1,Suspended
5.43,42,0,127729,1,-1,Suspended
9.47,90,3,67813,7,0,Low Risk
4.12,85,4,27158,1,-1,Suspended
8.76,81,3,43697,5,-1,High Risk
4.15,67,1,96649,1,1,Suspended
4.55,62,0,98263,4,-1,High Risk
5.85,91,6,126211,1,0,Suspended
8.11,38,1,35103,8,0,Dropout
4.77,32,1,47271,9,-1,Dropout
5.33,50,2,64165,1,-1,Suspended
8.15,71,4,32024,9,-1,High Risk
8.82,48,5,95481,9,0,High Risk
9.5,46,3,112488,6,0,Medium Risk
6.71,80,1,145607,4,-1,High Risk
6.92,56,4,63251,6,0,Medium Risk
8.41,66,7,43822,7,-1,High Risk
8.97,61,0,112565,6,0,Medium Risk
4.86,85,5,30047,4,1,High Risk
9.27,72,7,78666,4,-1,High Risk
7.24,50,5,21528,9,-1,High Risk
7.5,73,0,22076,8,0,Low Risk
8.43,62,0,79835,6,-1,High Risk
8.55,88,7,113088,2,-1,Suspended
9.72,90,7,10386,9,0,High Risk
4.19,69,2,125377,5,1,High Risk
9.05,47,4,125640,7,1,Medium Risk
6.87,67,0,124310,5,1,Medium Risk
8.93,61,5,79519,4,-1,High Risk
4.5,46,4,132431,9,-1,High Risk
8.72,34,3,49080,3,1,Dropout
4.71,79,7,30968,2,0,Suspended
2.88,74,0,94193,3,-1,High Risk
7.21,52,6,107885,2,-1,Suspended
3.0,56,5,61672,9,0,High Risk
4.78,90,5,74373,4,-1,High Risk
4.49,31,7,116359,2,-1,Dropout
8.95,72,4,93591,1,-1,Suspended
3.48,70,2,108557,7,1,High Risk
6.85,98,4,47405,9,0,Low Risk
4.16,95,1,20532,8,1,High Risk
9.69,65,1,29977,1,-1,Suspended
4.27,30,6,15607,3,1,Dropout
6.13,64,6,17399,3,-1,High Risk
5.89,72,0,139851,6,-1,High Risk
6.44,48,2,131123,1,-1,Suspended
5.6,65,0,109404,1,-1,Suspended
7.86,43,7,128211,7,1,High Risk
6.32,33,5,120290,9,-1,Dropout
4.55,89,5,41541,5,1,High Risk
3.74,95,4,30156,3,0,High Risk
5.18,30,7,83631,6,-1,Dropout
9.24,67,7,61786,1,1,Suspended
5.61,89,7,90981,4,1,High Risk
2.01,31,7,114180,5,0,Dropout
3.63,57,7,114205,8,-1,Dropout
3.04,80,7,41153,9,0,Dropout
3.34,90,1,88784,4,-1,High Risk
5.48,65,0,20715,6,-1,High Risk
6.41,75,5,86120,2,0,Suspended
6.36,44,7,53463,7,1,High Risk
7.56,86,6,35104,2,0,Suspended
4.95,86,4,133182,7,0,High Risk
5.67,51,0,117292,5,0,Medium Risk
3.79,75,2,141756,2,0,Suspended
2.24,54,3,51787,8,1,High Risk
5.82,75,5,39204,1,1,Suspended
6.28,89,0,29689,3,1,Medium Risk
7.67,57,5,48712,7,0,High Risk
4.1,53,4,103608,5,-1,High Risk
9.73,59,1,123561,9,1,Medium Risk
2.44,89,1,137192,8,1,High Risk
6.02,31,0,139958,2,-1,Dropout
6.22,83,4,28402,3,1,Medium Risk
4.62,97,0,21695,4,0,High Risk
8.35,67,4,104910,1,1,Suspended
6.72,91,7,64672,9,0,High Risk
3.85,42,2,138554,2,1,Suspended
8.57,80,5,38460,4,-1,High Risk
4.37,36,6,29515,8,1,Dropout
5.87,95,1,11391,7,-1,High Risk
7.16,85,3,139669,2,0,Suspended
9.68,36,1,61690,7,-1,Dropout
4.56,46,1,80765,2,0,Suspended
7.05,35,5,129833,1,1,Dropout
2.82,64,7,19422,2,1,Dropout
5.76,91,7,140288,9,1,High Risk
8.25,74,5,64555,7,-1,High Risk
9.66,44,4,25522,1,1,Suspended
8.1,73,0,124930,8,-1,High Risk
8.33,76,7,45877,3,1,High Risk
2.38,30,0,102508,4,0,Dropout
7.05,41,6,77445,4,1,High Risk
9.34,65,2,70032,2,1,Suspended
6.9,69,0,113565,4,-1,High Risk
4.53,35,0,18630,3,1,Dropout
4.74,90,5,84191,8,1,High Risk
6.39,83,0,14008,1,-1,Suspended
4.97,74,5,55227,7,1,High Risk
4.18,65,2,139926,8,0,High Risk
8.97,95,6,142955,7,0,High Risk
3.9,91,6,72999,4,1,Dropout
5.65,73,4,113069,3,0,Medium Risk
3.83,82,5,38930,7,-1,High Risk
4.75,70,1,69980,6,1,High Risk
6.8,56,7,61667,3,-1,High Risk
8.18,58,6,148709,5,1,High Risk
4.46,70,1,127217,3,1,High Risk
5.55,54,5,136417,1,0,Suspended
2.8,52,7,46787,4,-1,Dropout
2.72,60,2,121233,9,0,High Risk
5.5,42,3,146427,6,1,Medium Risk
4.34,35,6,138501,5,0,Dropout
5.88,32,7,102307,9,1,Dropout
5.17,90,4,105687,7,0,Medium Risk
2.46,92,4,141565,3,0,High Risk
4.1,39,2,108315,7,-1,Dropout
5.56,55,6,140546,1,0,Suspended
8.29,64,0,89303,6,-1,High Risk
2.88,86,7,85582,1,1,Dropout
4.62,97,4,63333,7,1,High Risk
2.96,33,5,94730,5,-1,Dropout
3.19,95,2,119071,1,0,Suspended
3.88,63,0,101713,7,-1,High Risk
3.95,39,6,124360,7,1,Dropout
3.11,38,1,96984,4,1,Dropout
9.41,99,1,126047,4,0,Low Risk
8.73,35,1,82010,8,-1,Dropout
9.12,89,5,35395,9,1,High Risk
8.25,39,2,80649,4,0,Dropout
6.89,79,5,72457,6,1,High Risk
2.14,51,3,38690,2,1,Suspended
4.44,48,7,49023,2,1,Suspended
6.91,40,6,129107,9,1,High Risk
2.0,74,2,102889,9,-1,High Risk
2.25,38,3,89364,5,0,Dropout
2.5,97,4,59416,6,1,High Risk
4.25,90,2,67609,6,0,High Risk
9.42,99,6,65162,8,1,High Risk
4.5,88,2,97985,4,1,High Risk
9.36,80,3,52915,6,1,Low Risk
7.29,88,4,44017,9,1,Low Risk
7.63,76,5,138614,6,1,High Risk
8.28,91,2,20588,1,0,Suspended
3.55,48,6,144011,9,0,Dropout
9.66,80,2,30951,9,1,Low Risk
2.05,39,7,93211,1,1,Dropout
3.6,90,1,57113,6,-1,High Risk
7.42,91,1,135813,8,-1,High Risk
4.26,40,7,31381,3,-1,High Risk
9.31,42,1,59892,1,-1,Suspended
2.46,63,6,40985,4,1,Dropout
7.93,66,4,52235,1,0,Suspended
6.39,41,4,24633,6,0,Medium Risk
2.76,64,6,48138,6,1,Dropout
6.1,50,6,59272,5,1,High Risk
9.09,91,3,93029,2,1,Suspended
7.54,85,7,35921,6,1,High Risk
7.22,66,4,42642,3,1,Medium Risk
9.19,47,1,64691,1,0,Suspended
2.81,46,7,101782,9,-1,Dropout
2.67,60,2,80283,3,1,High Risk
6.65,49,4,39877,7,-1,High Risk
6.59,77,1,142818,8,1,Low Risk
3.1,63,4,39960,7,1,High Risk
4.57,40,4,68105,5,0,High Risk
5.41,65,3,138068,5,-1,High Risk
8.52,69,5,83601,2,-1,Suspended
2.16,38,5,131173,5,-1,Dropout
3.57,67,2,17887,3,1,High Risk
6.81,55,4,112201,2,1,Suspended
5.09,32,6,92494,4,1,Dropout
3.44,53,7,102680,5,0,Dropout
3.65,82,7,101627,5,1,Dropout
2.87,99,4,26116,2,-1,Suspended
5.61,46,1,28895,7,0,Medium Risk
9.55,60,7,33086,6,1,High Risk
2.76,82,5,107551,4,-1,High Risk
5.82,41,7,29346,9,-1,High Risk
5.67,88,0,65032,8,-1,High Risk
4.82,35,4,143332,4,0,Dropout
7.08,70,3,16869,3,-1,High Risk
5.71,59,0,70110,2,1,Suspended
5.66,71,2,140842,8,1,Medium Risk
3.25,47,4,109372,8,1,High Risk
2.52,78,5,11950,6,-1,High Risk
6.64,80,5,148117,8,1,High Risk
7.82,38,7,22026,4,0,Dropout
4.79,53,7,64708,6,0,High Risk
8.63,43,6,50581,7,-1,High Risk
3.88,67,2,97235,3,1,High Risk
8.02,89,1,134926,8,1,Low Risk
7.93,32,7,130787,6,1,Dropout
8.11,69,2,89876,1,-1,Suspended
3.55,40,4,85783,9,0,High Risk
3.5,91,2,37180,9,-1,High Risk
4.03,73,5,47805,8,0,High Risk
3.89,36,6,98919,1,1,Dropout
7.7,42,0,41159,8,1,Medium Risk
7.01,64,7,128368,8,-1,High Risk
9.51,69,0,146885,7,0,Medium Risk
9.77,82,6,50318,3,0,High Risk
2.75,73,1,115231,4,-1,High Risk
9.08,88,4,40048,5,1,Low Risk
9.46,74,4,91943,4,-1,High Risk
2.28,65,3,131831,1,-1,Suspended
9.32,56,0,126467,2,-1,Suspended
3.09,94,0,93038,6,0,High Risk
7.19,88,5,76320,5,0,High Risk
9.55,80,1,14746,8,1,Low Risk
7.37,98,3,32063,9,-1,High Risk
9.2,49,6,20564,3,0,High Risk
8.19,66,5,27862,8,-1,High Risk
6.13,50,6,126884,8,-1,High Risk
9.09,64,0,18484,9,0,Medium Risk
4.53,90,5,20315,1,-1,Suspended
3.0,36,3,106805,4,1,Dropout
4.91,41,4,13823,1,-1,Suspended
3.3,71,3,115935,4,1,High Risk
4.0,82,3,92238,9,-1,High Risk
7.33,81,2,82746,7,-1,High Risk
9.17,98,4,33259,9,0,Low Risk
3.36,31,5,36309,5,0,Dropout
7.14,38,3,75049,2,1,Dropout
4.44,78,0,80966,7,0,High Risk
7.95,98,6,146878,3,1,High Risk
3.13,33,7,81326,5,-1,Dropout
4.71,94,2,64766,5,1,High Risk
7.87,59,1,20567,9,0,Medium Risk
7.36,85,0,141401,4,-1,High Risk
5.26,82,4,65609,3,0,Medium Risk
5.08,41,1,37676,5,-1,High Risk
9.77,86,2,134786,2,0,Suspended
8.24,89,1,69622,8,1,Low Risk
5.64,51,4,49328,6,-1,High Risk
4.26,96,2,35230,8,-1,High Risk
5.26,33,4,110808,9,-1,Dropout
5.5,66,7,60886,1,0,Suspended
3.67,40,3,24497,9,-1,High Risk
5.74,45,1,115153,3,1,Medium Risk
5.21,88,4,135170,8,0,Medium Risk
6.36,67,4,82790,7,0,Medium Risk
8.32,57,1,42009,4,1,Medium Risk
3.67,36,6,22239,3,-1,Dropout
6.16,49,4,146746,1,0,Suspended
7.36,33,5,119525,7,-1,Dropout
6.73,73,1,94263,1,0,Suspended
2.09,96,6,138331,3,-1,Dropout
9.24,39,5,56008,1,0,Dropout
7.84,93,6,48311,5,0,High Risk
5.95,77,4,96889,3,1,Medium Risk
6.1,66,7,88672,8,-1,High Risk
7.47,59,3,20360,1,0,Suspended
4.22,42,2,37209,8,-1,High Risk
9.66,57,1,123528,8,-1,High Risk
6.61,64,6,95757,2,-1,Suspended
6.03,93,0,66627,4,1,Medium Risk
5.75,76,2,130321,5,0,Medium Risk
8.06,57,2,23769,3,0,Medium Risk
4.56,54,5,89782,5,0,High Risk
6.08,55,2,147877,5,-1,High Risk
2.21,75,0,111422,5,1,High Risk
4.05,83,5,107285,5,0,High Risk
2.87,75,7,74361,4,0,Dropout
3.28,58,2,27198,8,1,High Risk
5.87,64,6,28740,3,0,High Risk
8.99,46,7,131701,4,0,High Risk
5.9,30,1,29154,8,0,Dropout
5.75,79,5,31101,8,0,High Risk
3.71,70,7,47921,7,1,Dropout
8.6,73,0,116283,4,-1,High Risk
7.92,36,7,30719,3,1,Dropout
2.65,99,7,24551,8,1,Dropout
8.85,61,4,37452,6,-1,High Risk
6.55,80,3,96711,6,0,Low Risk
8.08,93,6,106076,5,0,High Risk
8.11,70,3,54387,9,0,Low Risk
2.15,47,4,43298,2,0,Suspended
5.42,50,1,47924,1,0,Suspended
5.87,46,0,120507,8,1,Medium Risk
5.28,92,3,122557,9,0,Medium Risk
5.94,55,7,112261,5,1,High Risk
3.57,57,4,67500,7,0,High Risk
9.15,76,1,122004,7,1,Low Risk
6.37,88,6,65598,1,-1,Suspended
5.45,62,0,57037,8,0,Medium Risk
2.48,44,3,102479,4,0,High Risk
8.49,85,7,139544,9,0,High Risk
9.35,50,6,149192,2,-1,Suspended
4.64,33,3,139394,8,-1,Dropout
3.15,79,1,134726,8,0,High Risk
8.28,90,7,52923,9,1,High Risk
8.55,54,7,81160,6,1,High Risk
6.64,43,5,127373,4,1,High Risk
3.34,92,5,49807,2,0,Suspended
8.22,37,4,18711,8,-1,Dropout
4.44,89,0,13093,7,-1,High Risk
8.74,34,6,103708,4,-1,Dropout
4.14,53,1,143412,4,0,High Risk
7.03,34,7,25025,7,0,Dropout
4.06,82,0,72040,1,-1,Suspended
6.15,67,5,67923,1,0,Suspended
2.62,49,0,15608,4,0,High Risk
7.36,37,3,85948,9,-1,Dropout
8.03,40,6,27997,3,0,High Risk
6.0,64,0,15695,4,1,Medium Risk
6.87,92,3,122468,1,-1,Suspended
6.39,66,1,142686,1,-1,Suspended
8.65,99,0,131327,1,-1,Suspended
6.51,88,4,42470,1,0,Suspended
9.23,46,0,103778,1,-1,Suspended
3.98,56,5,74186,6,-1,High Risk
6.67,52,1,116034,7,1,Medium Risk
6.04,86,1,143315,8,0,Medium Risk
4.87,79,3,30505,6,1,High Risk
8.5,49,1,74236,2,0,Suspended
8.6,42,3,118352,8,-1,High Risk
9.61,95,7,59323,9,1,High Risk
5.82,55,1,53271,7,1,Medium Risk
2.32,69,6,37278,1,-1,Dropout
8.7,52,5,14694,3,1,High Risk
9.36,93,6,109468,9,1,High Risk
8.92,58,4,64698,6,1,Medium Risk
4.89,63,7,27675,7,1,High Risk
7.64,42,6,72821,2,1,Suspended
7.89,87,4,125064,6,-1,High Risk
8.26,50,7,113700,6,0,High Risk
7.48,89,0,37898,7,0,Low Risk
4.95,99,3,58478,3,1,High Risk
7.59,99,7,62800,6,-1,High Risk
5.85,89,6,41153,7,1,High Risk
5.6,94,2,44607,8,0,Medium Risk
5.14,88,7,75078,2,-1,Suspended
5.65,68,4,128943,1,0,Suspended
9.5,39,7,46282,8,1,Dropout
9.41,46,3,21158,4,0,Medium Risk
8.06,72,1,117761,2,0,Suspended
3.55,98,1,50935,9,-1,High Risk
5.19,95,6,65152,2,0,Suspended
8.38,97,4,132537,5,-1,High Risk
7.14,66,1,58581,2,0,Suspended
8.0,69,0,133746,1,1,Suspended
3.34,94,4,122099,7,0,High Risk
8.67,57,5,136372,3,-1,High Risk
2.05,94,0,27256,6,0,High Risk
7.27,63,0,40013,8,1,Medium Risk
3.77,70,4,147727,4,1,High Risk
9.28,57,0,139157,8,0,Medium Risk
9.49,96,5,30448,7,0,High Risk
8.83,32,0,100481,3,0,Dropout
9.23,83,4,125042,3,1,Low Risk
4.57,53,2,131682,6,0,High Risk
2.99,91,1,49107,1,-1,Suspended
4.08,83,2,111131,6,1,High Risk
7.75,32,2,79715,7,1,Dropout
7.73,69,5,113187,5,0,High Risk
7.42,64,6,84965,5,0,High Risk
9.14,89,4,47997,5,-1,High Risk
6.17,89,3,12526,3,0,Medium Risk
3.89,56,0,38133,4,1,High Risk
8.02,88,2,65415,1,1,Suspended
4.31,34,4,99407,2,0,Dropout
7.28,36,6,59997,5,-1,Dropout
9.62,77,7,136883,6,-1,High Risk
6.0,91,0,29465,9,-1,High Risk
6.77,73,7,99342,4,0,High Risk
5.99,75,6,54308,6,-1,High Risk
6.91,99,5,112466,4,-1,High Risk
4.07,60,4,86762,8,-1,High Risk
3.4,55,1,119963,6,-1,High Risk
5.1,97,7,29748,6,1,High Risk
6.33,71,3,84420,8,1,Medium Risk
4.89,88,4,32161,6,0,High Risk
9.72,32,2,66271,6,1,Dropout
3.62,43,5,137182,1,1,Suspended
6.13,86,4,96916,5,0,Medium Risk
4.42,72,3,20204,9,-1,High Risk
7.94,77,2,89322,4,-1,High Risk
4.53,45,2,84095,8,1,High Risk
8.41,57,4,148056,6,0,Medium Risk
7.36,56,6,42596,8,1,High Risk
8.26,95,5,28996,7,0,High Risk
2.39,37,6,37690,3,0,Dropout
9.2,92,0,57606,7,-1,High Risk
6.79,36,7,64607,3,-1,Dropout
5.6,82,5,100724,7,-1,High Risk
7.67,56,5,46355,8,1,High Risk
2.18,71,2,113170,1,1,Suspended
3.3,50,3,61030,6,-1,High Risk
7.47,49,0,130454,3,0,Medium Risk
4.06,35,4,132694,5,1,Dropout
6.81,61,0,16412,9,-1,High Risk
9.79,57,7,110153,4,0,High Risk
4.13,89,6,140104,9,1,High Risk
9.8,74,5,124515,6,0,High Risk
7.58,35,1,131677,7,0,Dropout
5.71,76,3,55215,2,-1,Suspended
3.18,65,7,113591,6,0,Dropout
5.42,89,4,136011,9,1,Medium Risk
8.8,62,6,138404,4,-1,High Risk
5.48,33,0,41346,4,-1,Dropout
5.99,52,7,46373,5,0,High Risk
3.32,89,5,17274,5,1,High Risk
8.87,38,1,115623,9,-1,Dropout
7.87,83,6,64638,1,0,Suspended
3.45,45,4,137843,4,1,High Risk
4.72,35,3,52749,5,-1,Dropout
5.86,31,2,121910,6,-1,Dropout
6.8,83,7,38525,1,-1,Suspended
9.41,44,6,139101,2,-1,Suspended
4.25,73,6,107356,2,1,Suspended
8.42,90,2,67865,2,-1,Suspended
3.7,42,3,103542,6,-1,High Risk
4.83,73,3,126737,5,-1,High Risk
9.4,87,5,113068,3,1,High Risk
5.26,38,6,80210,3,1,Dropout
4.71,73,5,138721,5,1,High Risk
5.25,69,2,68414,1,1,Suspended
4.64,79,5,70481,5,-1,High Risk
7.01,34,1,132196,4,-1,Dropout
7.39,50,5,54989,1,0,Suspended
8.95,69,0,79306,2,-1,Suspended
2.8,31,0,26350,6,0,Dropout
7.56,76,0,56365,3,0,Low Risk
9.43,35,2,139236,2,0,Dropout
8.27,56,5,143909,8,-1,High Risk
5.98,69,5,54397,5,0,High Risk
2.43,42,3,43800,4,1,High Risk
8.15,63,6,62284,9,-1,High Risk
8.46,33,2,41283,7,0,Dropout
8.7,74,7,123435,7,1,High Risk
9.58,63,0,48244,6,0,Medium Risk
7.63,68,3,85028,3,-1,High Risk
7.78,32,7,90781,6,-1,Dropout
2.37,74,7,93265,2,1,Dropout
9.12,96,4,62482,6,-1,High Risk
6.7,69,1,44722,8,-1,High Risk
7.21,95,3,27601,5,1,Low Risk
8.1,58,6,129004,5,-1,High Risk
4.24,37,3,129277,5,0,Dropout
4.91,82,3,66313,3,0,High Risk
4.11,65,2,142994,9,0,High Risk
2.92,71,4,38715,1,0,Suspended
8.1,99,4,64604,6,-1,High Risk
5.31,31,6,118957,7,0,Dropout
4.54,42,0,77203,9,0,High Risk
8.39,42,2,100073,2,0,Suspended
4.0,30,1,52903,1,1,Dropout
5.42,42,6,132189,5,0,High Risk
6.31,69,3,28226,1,1,Suspended
8.09,81,7,33946,6,0,High Risk
9.34,39,7,48485,9,-1,Dropout
4.01,87,4,55924,6,-1,High Risk
7.72,54,2,46365,2,-1,Suspended
4.03,98,1,126475,8,-1,High Risk
6.49,45,3,60955,3,1,Medium Risk
5.66,91,4,109919,7,1,Medium Risk
2.14,32,5,88590,8,0,Dropout
2.26,73,6,26600,5,1,Dropout
7.37,83,5,145678,9,1,High Risk
8.56,33,1,65746,4,0,Dropout
4.1,91,0,38176,9,-1,High Risk
9.33,88,6,18584,7,-1,High Risk
7.71,40,7,103878,6,-1,High Risk
9.69,63,0,125316,8,1,Medium Risk
6.16,69,5,135563,5,1,High Risk
2.83,66,3,109129,4,-1,High Risk
2.41,79,3,81028,8,-1,High Risk
2.16,38,3,36924,2,-1,Dropout
5.81,67,3,145168,9,-1,High Risk
5.23,65,0,147037,9,0,Medium Risk
9.58,97,0,13273,3,1,Low Risk
4.0,42,3,97594,9,0,High Risk
2.25,56,7,73593,5,1,Dropout
7.97,54,2,26473,4,0,Medium Risk
4.75,45,6,137378,4,1,High Risk
5.71,73,0,86815,1,0,Suspended
5.19,57,0,83588,4,0,Medium Risk
3.21,45,6,114533,3,1,Dropout
9.73,81,1,13646,1,-1,Suspended
8.61,84,2,55752,2,1,Suspended
9.05,55,4,14747,7,0,Medium Risk
8.73,67,4,66950,6,-1,High Risk
8.62,62,7,98552,5,0,High Risk
4.61,42,7,75642,2,-1,Suspended
4.05,61,5,130827,7,-1,High Risk
5.26,62,7,116960,8,0,High Risk
6.39,98,7,98754,4,1,High Risk
3.44,77,4,102943,9,0,High Risk
8.48,65,0,101310,3,-1,High Risk
9.25,61,5,130179,4,1,High Risk
9.08,67,7,119522,9,0,High Risk
9.32,51,3,37387,2,-1,Suspended
8.79,69,0,78860,9,0,Medium Risk
3.83,45,3,61553,1,-1,Suspended
8.06,65,3,129968,1,1,Suspended
3.77,52,3,130278,9,-1,High Risk
2.65,74,5,26267,8,-1,High Risk
4.26,85,4,148307,6,0,High Risk
5.99,31,0,33645,3,1,Dropout
4.76,90,6,135224,4,1,High Risk
6.59,78,2,66965,2,0,Suspended
4.83,95,4,105149,5,0,High Risk
2.52,72,2,102545,7,-1,High Risk
5.46,49,1,30641,5,0,Medium Risk
9.41,48,3,123431,4,1,Medium Risk
